predicted_price,last_input,expected_change,actual_price,actual_change,signal,overflow,pnl,cumulative_pnl
-180.37092451437414,101.79458585536776,-282.1655103697419,101.9920781,0.13386724000000072,-1.0,False,-0.13386724000000072,-0.13386724000000072
-189.5886405977847,101.79458585536776,-291.3832264531525,102.12594534,0.18957027000000437,-1.0,False,-0.18957027000000437,-0.3234375100000051
-188.8131539674404,101.79458585536776,-290.6077398228082,102.31551561,0.04379000000000133,-1.0,False,-0.04379000000000133,-0.3672275100000064
-187.1329329350278,102.54657289085313,-289.67950582588094,102.35930561,0.1539005799999984,-1.0,False,-0.1539005799999984,-0.5211280900000048
-184.0486111097948,102.54657289085313,-286.5951840006479,102.51320619,0.08832907999999406,-1.0,False,-0.08832907999999406,-0.6094571699999989
-182.98525444242878,102.54657289085313,-285.5318273332819,102.60153527,-0.01488951000000327,-1.0,False,0.01488951000000327,-0.5945676599999956
-182.08052004036043,102.54657289085313,-284.62709293121355,102.58664576,0.08836768000000461,-1.0,False,-0.08836768000000461,-0.6829353400000002
-181.14053624600373,102.54657289085313,-283.68710913685686,102.67501344,0.2092554299999989,-1.0,False,-0.2092554299999989,-0.8921907699999991
-180.92316499355874,102.54657289085313,-283.46973788441187,102.88426887,0.04775619999999492,-1.0,False,-0.04775619999999492,-0.939946969999994
-180.70579374111375,102.54657289085313,-283.2523666319669,102.93202507,0.21251795000000584,-1.0,False,-0.21251795000000584,-1.15246492
-180.24755164136482,103.29855992633851,-283.54611156770335,103.14454302,-0.2186401400000051,-1.0,False,0.2186401400000051,-0.9338247799999948
-179.9655565030578,103.29855992633851,-283.2641164293963,102.92590288,0.13605800999999929,-1.0,False,-0.13605800999999929,-1.069882789999994
-179.66006176989188,103.29855992633851,-282.9586216962304,103.06196089,0.060502230000011537,-1.0,False,-0.060502230000011537,-1.1303850200000056
-179.32519254315233,103.29855992633851,-282.62375246949085,103.12246312,0.020726849999988417,-1.0,False,-0.020726849999988417,-1.151111869999994
-178.75532736782353,103.29855992633851,-282.05388729416205,103.14318997,0.061036100000009696,-1.0,False,-0.061036100000009696,-1.2121479700000037
-178.38520874879558,103.29855992633851,-281.6837686751341,103.20422607,-0.15352339999999742,-1.0,False,0.15352339999999742,-1.0586245700000063
-177.985715636194,103.29855992633851,-281.2842755625325,103.05070267,0.02888800999998864,-1.0,False,-0.02888800999998864,-1.087512579999995
-177.31010228400012,103.29855992633851,-280.60866221033865,103.07959068,0.08835081000000855,-1.0,False,-0.08835081000000855,-1.1758633900000035
-176.86360998168064,103.29855992633851,-280.16216990801917,103.16794149,0.20405525999998986,-1.0,False,-0.20405525999998986,-1.3799186499999934
-176.39949298321702,103.29855992633851,-279.69805290955554,103.37199675,-0.001888629999996283,-1.0,False,0.001888629999996283,-1.378030019999997
-175.90600149117975,103.29855992633851,-279.2045614175183,103.37010812,-0.03188901999999416,-1.0,False,0.03188901999999416,-1.346141000000003
-174.62527357136875,103.29855992633851,-277.9238334977073,103.3382191,-0.00018157000000940116,-1.0,False,0.00018157000000940116,-1.3459594299999935
-174.07303309218415,103.29855992633851,-277.3715930185227,103.33803753,0.14626488000000393,-1.0,False,-0.14626488000000393,-1.4922243099999974
-173.47379342328176,103.29855992633851,-276.7723533496203,103.48430241,0.08576272999999901,-1.0,False,-0.08576272999999901,-1.5779870399999965
-172.85692905823518,103.29855992633851,-276.1554889845737,103.57006514,-0.003082269999993059,-1.0,False,0.003082269999993059,-1.5749047700000034
-172.0696926304614,103.29855992633851,-275.3682525567999,103.56698287,0.10494104999999365,-1.0,False,-0.10494104999999365,-1.679845819999997
-170.9475869759481,103.29855992633851,-274.2461469022866,103.67192392,0.061900180000009186,-1.0,False,-0.061900180000009186,-1.7417460000000062
-169.8489809162937,103.29855992633851,-273.1475408426322,103.7338241,0.1523481599999883,-1.0,False,-0.1523481599999883,-1.8940941599999945
-166.74703439491648,104.05054696182388,-270.79758135674035,103.88617226,-0.020990519999998014,-1.0,False,0.020990519999998014,-1.8731036399999965
-165.9832975620017,104.05054696182388,-270.03384452382556,103.86518174,0.0178999000000033,-1.0,False,-0.0178999000000033,-1.8910035399999998
-165.18431133679846,104.05054696182388,-269.2348582986223,103.88308164,0.011208139999993705,-1.0,False,-0.011208139999993705,-1.9022116799999935
-164.15620406172079,104.05054696182388,-268.20675102354465,103.89428978,-0.10010369999999114,-1.0,False,0.10010369999999114,-1.8021079800000024
-163.29259395065557,104.05054696182388,-267.34314091247944,103.79418608,0.08263266000000158,-1.0,False,-0.08263266000000158,-1.884740640000004
-162.39373444730197,104.05054696182388,-266.44428140912584,103.87681874,0.07905599999999424,-1.0,False,-0.07905599999999424,-1.9637966399999982
-161.23637940050028,104.05054696182388,-265.28692636232415,103.95587474,0.05250951000000725,-1.0,False,-0.05250951000000725,-2.0163061500000055
-160.23764661899625,104.05054696182388,-264.2881935808201,104.00838425,0.027605159999993134,-1.0,False,-0.027605159999993134,-2.0439113099999986
-158.9510438004705,104.05054696182388,-263.00159076229437,104.03598941,-0.09523149999999703,-1.0,False,0.09523149999999703,-1.9486798100000016
-157.875937335675,104.05054696182388,-261.92648429749886,103.94075791,0.00824819000000332,-1.0,False,-0.00824819000000332,-1.9569280000000049
-156.7420818837322,104.05054696182388,-260.79262884555607,103.9490061,0.01634965999998883,-1.0,False,-0.01634965999998883,-1.9732776599999937
